state,state fips,county,county code,commodity,data item,domain category,value
ILLINOIS,17,,,HAYLAGE,HAYLAGE - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),18
ILLINOIS,17,,,HAYLAGE,HAYLAGE - OPERATIONS WITH AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),1
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,,"66,782"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"7,326"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"13,357"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"17,847"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"14,727"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"5,698"
ILLINOIS,17,,,HAYLAGE,HAYLAGE - ACRES HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",,"394,340"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (1.0 TO 14.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (15.0 TO 24.9 ACRES),"38,262"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (25.0 TO 49.9 ACRES),"75,524"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (50.0 TO 99.9 ACRES),"111,945"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (100 TO 249 ACRES),"94,335"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (250 TO 499 ACRES),"35,192"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (500 TO 999 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",,5
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),2
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),2
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - ACRES HARVESTED",,249
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",,751
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 14.9 ACRES),249
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (15.0 TO 24.9 ACRES),111
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),161
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),145
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),70
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),14
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",,"32,995"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (1.0 TO 14.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (15.0 TO 24.9 ACRES),"2,108"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),"5,464"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),"9,242"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),"9,460"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),"4,454"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - ACRES HARVESTED",AREA HARVESTED: (500 TO 999 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",,"233,658"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (1.0 TO 14.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (15.0 TO 24.9 ACRES),"11,289"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (25.0 TO 49.9 ACRES),"38,323"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (50.0 TO 99.9 ACRES),"69,596"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (100 TO 249 ACRES),"67,360"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (250 TO 499 ACRES),"29,892"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (500 TO 999 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",,4
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),2
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",,(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, ALFALFA, IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",,"1,578"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (1.0 TO 14.9 ACRES),856
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (15.0 TO 24.9 ACRES),312
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),249
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),131
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),28
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),2
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",,"33,787"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (1.0 TO 14.9 ACRES),"5,891"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (15.0 TO 24.9 ACRES),"5,876"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),"8,435"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (50.0 TO 99.9 ACRES),"8,382"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (100 TO 249 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - ACRES HARVESTED",AREA HARVESTED: (250 TO 499 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",,"160,682"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (1.0 TO 14.9 ACRES),"23,622"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (15.0 TO 24.9 ACRES),"32,178"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (25.0 TO 49.9 ACRES),"42,791"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (50.0 TO 99.9 ACRES),"40,607"
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (100 TO 249 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED: (250 TO 499 ACRES),(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",,1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),1
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",,(D)
ILLINOIS,17,,,HAYLAGE,"HAYLAGE, (EXCL ALFALFA), IRRIGATED - ACRES HARVESTED",AREA HARVESTED: (25.0 TO 49.9 ACRES),(D)
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",,"1,504"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (0.1 TO 0.9 ACRES),400
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (1.0 TO 4.9 ACRES),539
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (5.0 TO 14.9 ACRES),185
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (15.0 TO 24.9 ACRES),53
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (25.0 TO 49.9 ACRES),86
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (50.0 TO 99.9 ACRES),96
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (100 TO 249 ACRES),87
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (250 TO 499 ACRES),44
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (500 TO 749 ACRES),7
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (750 TO 999 ACRES),1
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA IN PRODUCTION","AREA IN PRODUCTION: (1,000 OR MORE ACRES)",6
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",,"58,090"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (0.1 TO 0.9 ACRES),(D)
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (1.0 TO 4.9 ACRES),"1,016"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (5.0 TO 14.9 ACRES),"1,561"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (15.0 TO 24.9 ACRES),"1,008"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (25.0 TO 49.9 ACRES),"3,043"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (50.0 TO 99.9 ACRES),"6,850"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (100 TO 249 ACRES),"13,289"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (250 TO 499 ACRES),"14,599"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (500 TO 749 ACRES),"4,363"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION",AREA IN PRODUCTION: (750 TO 999 ACRES),(D)
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN - ACRES IN PRODUCTION","AREA IN PRODUCTION: (1,000 OR MORE ACRES)","11,208"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",,468
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (0.1 TO 0.9 ACRES),125
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (1.0 TO 4.9 ACRES),153
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (5.0 TO 14.9 ACRES),58
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (15.0 TO 24.9 ACRES),17
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (25.0 TO 49.9 ACRES),23
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (50.0 TO 99.9 ACRES),26
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (100 TO 249 ACRES),32
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (250 TO 499 ACRES),24
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION",AREA IN PRODUCTION: (500 TO 749 ACRES),5
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - OPERATIONS WITH AREA IN PRODUCTION","AREA IN PRODUCTION: (1,000 OR MORE ACRES)",5
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",,"26,213"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (0.1 TO 0.9 ACRES),53
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (1.0 TO 4.9 ACRES),255
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (5.0 TO 14.9 ACRES),319
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (15.0 TO 24.9 ACRES),285
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (25.0 TO 49.9 ACRES),757
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (50.0 TO 99.9 ACRES),"1,987"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (100 TO 249 ACRES),"4,341"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (250 TO 499 ACRES),"6,966"
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION",AREA IN PRODUCTION: (500 TO 749 ACRES),(D)
ILLINOIS,17,,,VEGETABLE TOTALS,"VEGETABLE TOTALS, IN THE OPEN, IRRIGATED - ACRES IN PRODUCTION","AREA IN PRODUCTION: (1,000 OR MORE ACRES)",(D)
ILLINOIS,17,,,ORCHARDS,ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING,,992
ILLINOIS,17,,,ORCHARDS,ORCHARDS - ACRES BEARING & NON-BEARING,,"5,564"
ILLINOIS,17,,,ORCHARDS,"ORCHARDS, IRRIGATED - OPERATIONS WITH AREA BEARING & NON-BEARING",,89
ILLINOIS,17,,,ORCHARDS,"ORCHARDS, IRRIGATED - ACRES BEARING & NON-BEARING",,437
ILLINOIS,17,,,BERRY TOTALS,BERRY TOTALS - OPERATIONS WITH AREA GROWN,,521
ILLINOIS,17,,,BERRY TOTALS,BERRY TOTALS - ACRES GROWN,,769
ILLINOIS,17,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - OPERATIONS WITH AREA GROWN",,137
ILLINOIS,17,,,BERRY TOTALS,"BERRY TOTALS, IRRIGATED - ACRES GROWN",,256